Ngày,KL ròng khớp lệnh (CP),GT ròng khớp lệnh (nghìn VND),KL ròng thỏa thuận (CP),GT ròng thỏa thuận (nghìn VND),Tổng KL ròng (CP)
04/17/2019,"40.029.732,00","550.000,00","3.404.500,00","2.318.210,00","110.619.304,00"
04/16/2019,"74.719.327,80","-1.492.887,00","-31.317.921,27","3.055.390,00","159.786.603,10"
04/12/2019,"30.790.320,00","-5.465.526,00","-85.666.353,00","-921.120,00","26.498.143,00"
04/11/2019,"-21.687.901,00","-2.692.500,00","-29.150.750,00","-3.035.460,00","-78.121.392,00"
04/10/2019,"-212.367.629,00","522.887,00","27.218.359,00","-2.373.140,00","3.145.490,00"
04/09/2019,"40.675.298,00","810.300,00","15.463.550,00","-4.487.770,00","-165.650.426,00"
04/08/2019,"12.785.250,00","-2.097.000,00","-32.723.000,00","2.347.030,00","143.216.755,00"
04/05/2019,"71.544.597,00","-600.000,00","-14.958.000,00","-4.117.060,00","-55.046.020,00"
04/04/2019,"-12.059.599,00","-3.350.000,00","-30.213.600,00","-523.420,00","-7.719.435,00"
04/03/2019,"-17.474.178,00","100.000,00","1.115.800,00","-645.300,00","-46.678.714,00"
04/02/2019,"37.361.312,00","-4.204.100,00","-43.403.963,00","1.156.190,00","143.605.879,00"
04/01/2019,"15.917.404,00","3.241.200,00","185.666.290,00","1.234.950,00","97.908.710,00"
03/29/2019,"2.441.957,00","-1.411.440,00","-20.764.364,00","3.608.440,00","94.800.753,00"
03/28/2019,"5.576.547,00","1.696.030,00","-1.050.947,00","2.865.470,00","132.980.604,00"
03/27/2019,"20.906.544,00","-2.489.657,00","-63.097.584,00","2.900.720,00","55.258.805,00"
03/26/2019,"219.764.261,00","796.685,00","17.566.882,00","-1.120.540,00","-43.197.229,00"
03/25/2019,"-22.193.928,00","-28.865.259,00","-460.693.172,00","9.154.590,00","295.755.254,00"
03/22/2019,"70.867.849,00","-4.060.000,00","-90.927.700,00","6.886.040,00","232.158.278,00"
03/21/2019,"8.333.942,00","-2.047.500,00","-32.151.300,00","3.973.680,00","184.981.407,00"
03/20/2019,"-22.211.674,00","-520.580,00","1.412.005,00","4.195.270,00","79.119.541,00"
03/19/2019,"33.828.592,00","2.067.028,00","49.534.336,00","-1.019.390,00","113.907.222,00"
03/18/2019,"98.867.106,00","-949.553,00","-24.463.750,00","-1.877.880,00","-56.272.438,00"
03/15/2019,"188.264.499,00","-2.558.320,00","-49.580.740,00","-3.501.220,00","-330.320.238,00"
03/14/2019,"52.613.591,00","-1.315.450,00","-20.292.366,00","-2.845.420,00","-87.843.585,00"
03/13/2019,"33.691.808,00","-6.260.125,00","-67.289.045,00","1.783.610,00","26.017.898,00"
03/12/2019,"53.310.045,00","-319.570,00","-6.283.740,00","-2.235.610,00","-86.001.443,00"
03/11/2019,"-5.150.981,00","-6.105.380,00","-97.745.677,00","-3.378.880,00","-119.034.808,00"
03/08/2019,"17.846.667,00","-3.071.000,00","-48.350.400,00","397.610,00","-56.902.270,00"
03/07/2019,"2.643.538,00","-5.200.180,00","-79.521.168,00","-5.161.520,00","-146.185.716,00"
03/06/2019,"5.177.972,00","-13.909.990,00","-221.127.441,00","-661.940,00","-22.841.193,00"
03/05/2019,"95.848.613,00","-2.400.000,00","-36.561.300,00","1.769.820,00","82.329.881,00"
03/04/2019,"148.721.371,00","439.980,00","6.827.010,00","-2.571.850,00","-108.275.959,00"
03/01/2019,"5.545.835,00","-2.422,00","2.776.699,00","-2.433.890,00","-112.940.436,00"
02/28/2019,"116.107.359,90","2.176.990,00","29.440.195,00","-2.167.260,00","-177.118.874,30"
02/27/2019,"140.686.388,50","14.496.440,00","183.256.320,00","3.250.640,00","58.230.648,60"
02/26/2019,"113.087.433,00","-7.223.780,00","-111.268.551,90","3.435.530,00","103.184.034,60"
02/25/2019,"6.329.338,20","-1.684.500,00","-22.169.450,00","652.120,00","161.008.514,60"
02/22/2019,"-92.919.844,80","-680.000,00","-6.452.600,00","1.476.190,00","107.049.887,70"
02/21/2019,"342.120.316,00","-5.110.000,00","-72.874.300,00","-2.271.560,00","100.403.040,00"
02/20/2019,"119.702.972,00","-1.035.000,00","-8.871.450,00","383.970,00","39.743.513,00"
02/19/2019,"242.927.654,00","-1.380.000,00","-10.670.000,00","278.390,00","78.917.403,00"
02/18/2019,"-33.569.712,00","-2.847.500,00","-27.759.250,00","388.220,00","46.377.881,00"
02/15/2019,"35.357.996,00","-1.100.000,00","-10.433.500,00","5.039.990,00","150.519.452,00"
02/14/2019,"-22.607.304,00","270.000,00","8.090.000,00","6.280.300,00","245.869.345,00"
02/13/2019,"-33.964.144,00","6.370.000,00","99.166.900,00","6.994.490,00","258.161.968,00"
02/12/2019,"7.509.194,00","1.090.000,00","29.294.000,00","4.726.140,00","187.061.364,00"
02/11/2019,"22.512.274,00","584.700,00","24.999.008,00","2.083.240,00","40.562.958,00"
02/01/2019,"-297.350.794,00","11.191.370,00","137.982.548,00","-530.530,00","19.085.788,00"
01/31/2019,"109.781.653,00","-521.710,00","-7.861.610,00","1.890.820,00","-44.390.482,00"
01/30/2019,"73.323.149,00","955.300,00","17.787.810,00","-1.478.410,00","-21.550.686,00"
01/29/2019,"10.533.424,00","256.170,00","9.752.317,00","3.216.330,00","108.276.275,00"
01/28/2019,"22.318.783,00","648.197,00","31.001.633,00","4.480.190,00","132.234.649,00"
01/25/2019,"46.421.602,00","-1.599.750,00","-18.260.250,00","3.731.620,00","29.590.423,00"
01/24/2019,"32.002.768,00","2.650.000,00","158.212.100,00","2.256.790,00","27.160.076,00"
01/23/2019,"32.403.816,00","-285.000,00","-4.481.170,00","4.575.610,00","66.638.088,00"
01/22/2019,"-30.375.664,00","-660.000,00","-12.811.900,00","2.522.530,00","16.930.007,00"
01/21/2019,"-9.184.452,00","-308.000,00","-40.357.200,00","-1.821.890,00","-70.273.000,00"
01/18/2019,"-19.130.875,00","-636.011,00","-7.906.001,00","-159.540,00","25.445.094,00"
01/17/2019,"-70.729.966,00","-50.000,00","-937.200,00","273.490,00","42.588.456,00"
01/16/2019,"-71.375.979,00","-2.534.506,00","-237.082.742,00","-968.850,00","20.368.894,00"
01/15/2019,"-5.550.897,00","-500.459,00","-4.115.077,00","-1.000.010,00","22.391.398,00"
01/14/2019,"50.248.018,00","-55.000,00","-116.700,00","-1.300.480,00","-15.389.786,00"
01/11/2019,"-44.164.906,00","-43.000,00","614.100,00","2.757.410,00","140.614.541,00"
01/10/2019,"13.718.705,00","-525.000,00","-58.760.200,00","-121.810,00","59.711.506,00"
01/09/2019,"67.729.423,00","-910.000,00","-13.890.000,00","-1.628.000,00","13.038.968,00"
01/08/2019,"-2.212.818,00","-1.161.931,00","-1.520.978,00","-5.506.360,00","-101.133.126,00"
01/07/2019,"38.642.184,00","506.000,00","-481.800,00","-1.819.960,00","-6.467.680,00"
01/04/2019,"-125.483.946,00","127.257,00","-14.064.750,00","-1.775.730,00","-21.399.347,00"
01/03/2019,"-178.777.432,00","5.000.000,00","79.116.000,00","1.904.420,00","127.290.031,00"
01/02/2019,"-109.324.267,00","5.924.420,00","98.751.139,00","3.806.690,00","160.166.099,00"
12/28/2018,"57.417.419,00","-2.398.370,00","-47.575.852,00","10.921.870,00","391.545.998,00"
12/27/2018,"-41.612.470,00","-795.000,00","15.329.500,00","8.822.610,00","275.973.336,00"
12/26/2018,"104.073.749,00","2.816.114,00","72.868.081,00","910.460,00","88.709.743,00"
12/25/2018,"160.207.337,00","3.090.850,00","94.536.494,00","701.890,00","61.452.165,00"
12/24/2018,"97.965.724,00","-1.463.467,00","33.552.091,00","469.460,00","38.907.496,00"
12/21/2018,"63.024.532,00","2.479.750,00","49.557.460,00","-8.263.380,00","-340.490.949,00"
12/20/2018,"-43.152.232,00","-92.110,00","11.123.566,00","-2.767.910,00","-94.893.044,00"
12/19/2018,"43.842.077,00","-1.944.160,00","-32.994.693,00","-3.709.060,00","-159.057.087,00"
12/18/2018,"116.174.900,00","-1.872.140,00","-199.823.204,00","865.200,00","16.886.577,00"
12/17/2018,"102.025.034,00","-14.266.548,00","-428.684.925,00","1.166.060,00","-6.115.314,00"
12/14/2018,"-5.228.484,00","-24.451.493,00","-663.177.957,00","-622.070,00","-26.809.157,00"
12/13/2018,"6.691.184,00","-320.994,00","-9.309.446,00","-838.440,00","-58.877.555,00"
12/12/2018,"-47.051.449,00","-23.743.170,00","-665.284.112,00","6.347.410,00","54.979.760,00"
12/11/2018,"-74.537.683,00","-3.815.000,00","-114.400.000,00","5.291.910,00","31.407.753,00"
12/10/2018,"-45.853.206,00","-27.358.000,00","-640.970.600,00","3.958.010,00","32.669.537,00"
12/07/2018,"892.945,00","-22.580.830,00","-602.665.975,00","923.020,00","-15.349.532,00"
12/06/2018,"-144.269.639,00","-1.177.817,00","-14.115.042,00","-1.227.130,00","-5.921.612,00"
12/05/2018,"-120.524.171,00","-25.786.059,00","-646.432.832,00","-161.090,00","7.483.884,00"
12/04/2018,"-546.504.875,00","-17.875.800,00","-441.132.500,00","-1.689.650,00","-35.956.948,00"
12/03/2018,"-85.153.473,00","-21.078.634,00","-521.981.412,00","3.631.340,00","136.920.563,00"
11/30/2018,"-204.793.084,00","1.156.443,00","102.288.025,00","-249.400,00","-31.147.484,00"
