Ngày,KL ròng khớp lệnh (CP),GT ròng khớp lệnh (nghìn VND),KL ròng thỏa thuận (CP),GT ròng thỏa thuận (nghìn VND),Tổng KL ròng (CP)
10/18/2018,"-38.952.488,00","298.460,00","1.721.260,00","3.305.400,00","92.452.396,00"
10/17/2018,"82.847.312,00","-30.000,00","-4.089.000,00","1.166.120,00","-78.507.789,00"
10/16/2018,"-64.030.184,00","-590.000,00","-16.801.800,00","2.489.680,00","24.583.990,00"
10/15/2018,"-17.664.537,00","-245.136,00","-3.051.903,00","5.240.640,00","111.714.933,00"
10/12/2018,"-140.604.777,00","-3.813.432,00","-89.208.178,00","7.056.460,00","146.180.446,00"
10/11/2018,"284.721.485,00","-1.673.607,00","-40.999.716,00","-3.594.920,00","-243.038.011,00"
10/10/2018,"199.154.299,00","-5.767.500,00","-134.337.000,00","-7.566.700,00","-307.709.475,00"
10/09/2018,"-100.449.219,00","252.536,00","-19.378.429,00","-3.545.000,00","-149.354.948,00"
10/08/2018,"-160.512.276,00","400.000,00","-7.092.800,00","2.285.300,00","-132.275.909,00"
10/05/2018,"53.509.996,00","339.000,00","24.488.500,00","-5.813.880,00","-316.229.430,00"
10/04/2018,"-36.908.967,00","300.000,00","4.897.500,00","-7.087.860,00","-387.917.601,00"
10/03/2018,"-62.009.945,00","0,00","0,00","659.170,00","-73.741.781,00"
10/02/2018,"95.986.162,00","-8.777.268,00","-128.025.833,00","-1.772.770,00","-66.745.976,00"
10/01/2018,"12.318.791,00","-4.921.710,00","-79.265.044,00","9.838.270,00","156.127.256,00"
09/28/2018,"36.764.156,00","-1.893.000,00","-36.214.500,00","12.913.260,00","202.681.667,00"
09/27/2018,"79.554.293,00","0,00","0,00","3.749.800,00","89.030.291,00"
09/26/2018,"63.071.511,00","-2.960.000,00","-64.069.400,00","-403.050,00","27.490.153,00"
09/25/2018,"48.576.845,00","-6.105.000,00","-165.100.000,00","1.287.640,00","45.595.563,00"
09/24/2018,"-10.491.966,00","359.520,00","-76.363.805,00","-198.040,00","45.398.958,00"
09/21/2018,"77.967.702,00","2.312.110,00","20.662.390,00","-16.069.090,00","-577.843.951,00"
09/20/2018,"66.877.283,00","1.015.654,00","-8.632.075,00","-508.580,00","-33.954.643,00"
09/19/2018,"29.212.832,00","-26.375.000,00","-498.074.400,00","2.662.490,00","68.428.019,00"
09/18/2018,"-35.681.263,00","-2.083.384,00","-97.108.838,00","-1.794.090,00","-34.138.212,00"
09/17/2018,"16.721.564,00","-990.000,00","-17.099.200,00","891.050,00","73.709.958,00"
09/14/2018,"11.530.492,00","-3.742.976,00","-105.660.359,00","1.110.590,00","64.558.169,00"
09/13/2018,"27.327.536,00","362.236,00","-34.412.991,00","804.690,00","27.233.680,00"
09/12/2018,"128.771.519,00","1.836.150,00","-12.378.550,00","1.112.420,00","106.746.191,00"
09/11/2018,"-49.019.269,00","401.010,00","-32.005.054,00","4.642.450,00","317.651.786,00"
09/10/2018,"-55.105.244,00","-1.967.250,00","-44.256.340,00","746.170,00","91.891.442,00"
09/07/2018,"-108.736.637,00","-800.000,00","-18.238.000,00","2.501.250,00","129.052.067,00"
09/06/2018,"-10.698.519,00","1.521.510,00","33.317.086,00","-1.297.700,00","-62.397.323,00"
09/05/2018,"48.808.748,00","-370.000,00","29.742.600,00","-3.132.410,00","-171.208.431,00"
09/04/2018,"105.304.821,00","-64.000,00","1.092.400,00","-2.146.760,00","3.198.223,00"
08/31/2018,"-24.579.174,00","-4.396.000,00","-32.934.000,00","1.538.730,00","3.016.186,00"
08/30/2018,"-25.247.600,00","-1.420.000,00","-22.148.700,00","-7.137.380,00","-149.879.123,00"
08/29/2018,"50.623.037,00","-130.000,00","2.167.500,00","-4.659.830,00","-140.249.758,00"
08/28/2018,"31.176.471,00","2.240.000,00","-1.048.600,00","5.046.790,00","262.289.923,00"
08/27/2018,"27.683.409,00","-4.135.805,00","-93.189.599,00","-1.152.510,00","26.968.599,00"
08/24/2018,"109.300.271,00","400.000,00","6.307.500,00","413.570,00","-19.398.766,00"
08/23/2018,"19.870.555,00","-60.000,00","-1.425.900,00","-1.108.890,00","-42.060.241,00"
08/22/2018,"-44.064.013,00","-7.573.818,00","-169.098.195,00","-528.320,00","45.405.057,00"
08/21/2018,"-102.802.721,00","296.730,00","-21.260.629,00","-2.362.680,00","-79.558.059,00"
08/20/2018,"3.256.408,00","2.767.000,00","49.343.050,00","-2.926.480,00","-64.029.648,00"
08/17/2018,"-26.027.757,00","5.021.510,00","42.519.100,00","2.108.700,00","79.482.411,00"
08/16/2018,"168.650.010,00","113.155,00","34.973.855,00","-5.889.450,00","-247.658.395,00"
08/15/2018,"45.222.844,00","75.000,00","1.019.300,00","-357.220,00","-39.248.430,00"
08/14/2018,"-47.226.243,00","273.000,00","8.602.300,00","-1.273.830,00","-61.759.699,00"
08/13/2018,"17.796.490,00","413.470,00","-11.935.855,00","-2.310.250,00","-164.409.420,00"
08/10/2018,"129.519.941,00","2.571.110,00","19.144.575,00","-3.162.210,00","-116.646.446,00"
08/09/2018,"76.239.968,00","1.660.000,00","-8.850.600,00","-391.410,00","-81.446.993,00"
08/08/2018,"12.415.095,00","-768.080,00","-73.212.952,00","-2.092.690,00","-194.050.046,00"
08/07/2018,"-77.003.920,00","-4.578.480,00","-289.242.260,00","-2.790.410,00","-281.578.098,00"
08/06/2018,"-34.522.477,00","602.747,00","10.712.119,00","-10.316.410,00","-448.628.792,00"
08/03/2018,"-61.826.829,00","-3.866.633,00","-11.488.667,00","-10.227.420,00","-386.288.744,00"
08/02/2018,"-21.790.120,00","550.117,00","9.204.425,00","-2.990.840,00","-223.854.680,00"
08/01/2018,"-26.079.057,00","-1.835.000,00","-18.831.250,00","1.769.650,00","44.002.567,00"
07/31/2018,"70.608.470,00","-1.197.000,00","-17.064.850,00","2.919.660,00","4.185.703,00"
07/30/2018,"38.577.022,00","28.620,00","814.850,00","-614.750,00","-49.133.700,00"
07/27/2018,"-121.343.622,00","1.014.280,00","11.433.820,00","1.112.480,00","20.209.214,00"
07/26/2018,"-18.935.125,00","-1.570.000,00","-10.694.000,00","-1.925.180,00","4.819.918,00"
07/25/2018,"20.936.648,00","1.090.000,00","30.381.500,00","-4.382.370,00","-41.299.948,00"
07/24/2018,"102.146.319,00","8.434.930,00","190.437.721,00","-5.126.000,00","-122.567.585,00"
07/23/2018,"90.922.922,00","1.300.000,00","41.015.000,00","2.386.430,00","91.702.357,00"
07/20/2018,"-405.738.410,00","-4.195.703,00","-54.769.709,00","628.350,00","17.316.590,00"
07/19/2018,"-93.874.184,00","-1.950.000,00","-57.726.000,00","1.503.800,00","-48.302.115,00"
07/18/2018,"-322.419.971,00","-3.909.160,00","-106.818.526,00","-4.028.520,00","-248.408.952,00"
07/17/2018,"8.161.443,00","1.120.000,00","22.905.800,00","-2.302.200,00","-166.758.762,00"
07/16/2018,"31.307.103,00","-4.171.780,00","-54.964.879,00","-2.044.240,00","-106.381.289,00"
07/13/2018,"-34.513.031,00","704.140,00","22.307.140,00","-1.563.190,00","-30.272.836,00"
07/12/2018,"36.470.590,00","2.130.000,00","73.481.950,00","-3.157.880,00","-93.549.673,00"
07/11/2018,"27.931.315,00","155.000,00","13.836.850,00","-550.980,00","-10.469.043,00"
07/10/2018,"12.612.345,00","-320.000,00","-3.344.100,00","-1.954.360,00","-70.105.747,00"
07/09/2018,"25.031.877,00","860.000,00","17.769.550,00","-5.277.460,00","-142.348.109,00"
07/06/2018,"-22.558.236,00","-4.010.000,00","-83.131.000,00","-9.968.180,00","-391.780.692,00"
07/05/2018,"-28.682.670,00","-2.889.590,00","-79.528.163,00","-1.772.300,00","-146.048.247,00"
07/04/2018,"-48.842.778,00","-2.100.000,00","-30.936.000,00","-8.811.760,00","-361.726.518,00"
07/03/2018,"86.665.449,00","2.048.501,00","79.150.615,00","-10.106.900,00","-306.481.795,00"
07/02/2018,"56.804.044,00","2.602.085,00","80.067.357,00","6.227.910,00","196.620.143,00"
06/29/2018,"-121.331.596,00","-9.009.020,00","-74.144.432,00","-4.957.050,00","-332.429.922,00"
06/28/2018,"-117.729.961,00","1.672.750,00","44.566.235,00","-401.750,00","-34.291.173,00"
06/27/2018,"19.181.201,00","10.196.700,00","214.653.801,00","-809.970,00","-22.344.072,00"
06/26/2018,"6.583.228,00","-15.342.102,00","-239.806.986,00","-199.120,00","-45.468.012,00"
06/25/2018,"-55.806.465,00","-2.040.617,00","-66.806.861,00","169.720,00","8.370.967,00"
06/22/2018,"-57.269.255,00","-460.000,00","-1.285.000,00","3.492.930,00","179.469.594,00"
06/21/2018,"-52.668.696,00","-1.482.717,00","-19.922.185,00","1.546.760,00","65.383.114,00"
06/20/2018,"-69.151.609,00","-8.375.000,00","-112.904.000,00","-3.843.210,00","-94.004.795,00"
06/19/2018,"-57.026.081,00","153.560,00","21.104.638,00","-3.556.230,00","-77.437.518,00"
06/18/2018,"39.564.611,00","10.766.710,00","156.693.336,00","-7.672.520,00","-388.397.585,00"
06/15/2018,"6.459.335,00","1.180.000,00","18.452.500,00","-23.275.110,00","-495.958.888,00"
06/14/2018,"-36.488.967,00","2.981.250,00","49.808.400,00","-22.274.060,00","-511.628.167,00"
06/13/2018,"-140.746.167,00","2.690.000,00","142.727.880,00","-1.092.680,00","-2.463.517,00"
06/12/2018,"-35.583.626,00","-2.214.740,00","-38.014.308,00","-3.167.400,00","-146.792.358,00"
06/11/2018,"-39.784.490,00","4.352.500,00","87.792.275,00","-2.255.700,00","-93.217.015,00"
06/08/2018,"-51.317.239,00","1.845.000,00","-2.906.300,00","-2.178.280,00","-46.404.952,00"
06/07/2018,"-100.303.226,00","1.536.540,00","-24.234.492,00","1.830.200,00","160.244.085,00"
06/06/2018,"-59.705.079,00","-480.000,00","-28.125.250,00","-1.835.400,00","-151.962.301,00"
06/05/2018,"-58.956.674,00","-12.000,00","-20.971.442,00","-3.011.150,00","-12.573.264,00"
06/04/2018,"-69.628.382,00","1.446.000,00","48.108.950,00","-4.619.350,00","-27.346.089,00"
06/01/2018,"-50.169.908,00","474.000,00","-2.331.750,00","-495.130,00","93.820.572,00"
05/31/2018,"13.900.462,00","-2.064.590,00","-23.253.340,00","-6.450.530,00","-552.304.566,00"
05/30/2018,"-123.252.512,00","465.000,00","6.727.850,00","-4.298.300,00","-203.439.105,00"
05/29/2018,"-390.898.046,00","-1.355.000,00","-55.960,00","1.737.400,00","57.071.279,00"
05/28/2018,"35.058.621,00","-155.210,00","-3.523.730,00","1.087.630,00","43.813.011,00"
05/25/2018,"29.856.055,00","9.240.000,00","118.468.240,00","-5.323.950,00","-174.749.511,00"
05/24/2018,"-180.828.808,00","155.000,00","5.648.900,00","-4.371.090,00","-7.512.084,00"
05/23/2018,"171.091.796,00","-4.206.500,00","-60.079.750,00","-1.416.440,00","-64.454.405,00"
05/22/2018,"205.456.815,00","-1.778.330,00","-30.580.566,00","-4.658.730,00","-242.284.261,00"
05/21/2018,"128.981.006,00","-396.790,00","-6.033.200,00","-6.168.160,00","-294.607.490,00"
05/18/2018,"123.542.836,00","-545.000,00","-11.404.740,00","-1.052.350,00","-71.955.283,00"
05/17/2018,"73.401.585,00","-991.045,00","4.937.650,00","-2.382.220,00","-129.178.367,00"
05/16/2018,"76.823.575,00","-3.193.963,00","-58.235.222,00","-2.449.950,00","-165.029.373,00"
05/15/2018,"154.097.933,00","-19.258.000,00","-314.450.250,00","-3.229.940,00","-181.483.479,00"
05/14/2018,"155.245.349,00","-1.380.000,00","-22.847.200,00","-2.280.510,00","-144.568.692,00"
05/11/2018,"123.582.839,00","-1.940.000,00","-33.140.510,00","-6.811.350,00","-218.249.299,00"
05/10/2018,"26.711.808,00","-34.763.677,00","-1.165.348.257,00","-2.133.990,00","-34.332.625,00"
05/09/2018,"94.263.611,00","-2.892.098,00","-35.361.289,00","-5.932.810,00","-295.429.986,00"
05/08/2018,"91.869.481,00","-85.000,00","-15.218.150,00","-3.629.620,00","-159.335.133,00"
05/07/2018,"199.965.476,00","2.281.950,00","45.812.340,00","-8.075.810,00","-346.308.021,00"
05/04/2018,"195.254.545,00","-1.944.860,00","-15.178.088,00","-11.540.780,00","-560.355.493,00"
05/03/2018,"213.973.999,00","-797.000,00","-69.493.220,00","-8.314.880,00","-618.896.643,00"
05/02/2018,"54.145.827,00","-2.735.000,00","-43.817.460,00","-3.931.140,00","-305.967.097,00"
04/27/2018,"163.471.983,00","-4.868.000,00","432.740,00","-4.991.400,00","-377.363.599,00"
04/26/2018,"308.125.164,00","-3.158.814,00","-51.982.703,00","-93.720,00","-219.063.343,00"
04/24/2018,"79.291.445,00","2.680.800,00","-22.780.280,00","-5.762.200,00","-536.081.088,00"
04/23/2018,"98.293.323,00","-2.989.730,00","-66.198.755,00","1.457.930,00","2.678.088,00"
04/20/2018,"-44.158.400,00","-1.309.450,00","-23.621.200,00","-4.358.260,00","-213.760.974,00"
04/19/2018,"-81.283.854,00","-1.792.600,00","-38.912.740,00","-3.469.050,00","-341.829.536,00"
04/18/2018,"114.722.132,00","-2.023.000,00","-50.203.270,00","-2.395.560,00","-27.396.530,00"
04/17/2018,"83.157.719,00","-6.729.000,00","-125.804.520,00","-4.757.090,00","-297.760.758,00"
04/16/2018,"46.834.116,00","-24.090.607,00","-2.245.606.041,00","-5.618.710,00","-235.918.162,00"
04/13/2018,"145.510.779,00","-14.398.065,00","-1.422.642.589,00","-3.551.780,00","-98.327.965,00"
04/12/2018,"110.405.896,00","-1.054.000,00","10.902.360,00","-4.636.970,00","-186.948.368,00"
04/11/2018,"230.045.307,00","-563.300,00","-6.373.550,00","-1.142.760,00","-12.702.279,00"
04/10/2018,"120.814.789,00","3.061.844,00","35.507.104,00","-806.180,00","33.062.371,00"
04/09/2018,"-32.777.497,00","-1.510.000,00","-65.996.000,00","4.361.250,00","134.516.440,00"
04/06/2018,"65.423.214,00","3.003.000,00","85.299.000,00","-68.280,00","35.121.888,00"
04/05/2018,"72.077.058,00","-13.859.151,00","-208.533.760,00","1.240.640,00","-61.811.514,00"
04/04/2018,"49.173.028,00","-15.000,00","-14.755.500,00","3.269.460,00","42.067.562,00"
04/03/2018,"-8.161.170,00","1.030.700,00","16.817.908,00","-5.179.610,00","-352.159.506,00"
04/02/2018,"-83.582.477,00","662.710,00","1.203.516,00","376.300,00","77.502.872,00"
03/30/2018,"-11.652.017,80","-1.896.000,00","-111.047.080,00","4.414.180,00","152.432.544,80"
03/29/2018,"-55.611.924,00","278.220,00","6.951.057,00","4.380.900,00","133.723.860,00"
03/28/2018,"-60.483.972,60","2.597.587,00","-8.393.612,80","2.042.050,00","-20.314.601,60"
03/27/2018,"-65.018.626,00","-936.149,00","-11.842.332,00","-4.706.510,00","-343.776.865,00"
03/26/2018,"-72.952.329,00","4.901.550,00","70.978.233,00","-3.511.390,00","-60.647.465,00"
03/23/2018,"104.689.747,00","-9.566.616,00","-172.698.888,00","1.672.600,00","157.695.528,00"
03/22/2018,"-28.612.459,00","4.534.100,00","83.677.150,00","-1.228.580,00","93.543.181,00"
03/21/2018,"2.750.450,00","1.370.670,00","29.236.656,00","3.130.120,00","276.964.627,00"
03/20/2018,"-67.589.598,00","8.255.780,00","145.366.561,00","-7.890.000,00","-167.639.661,00"
03/19/2018,"93.311.030,00","11.548.170,00","147.765.576,00","-3.915.920,00","-37.565.913,00"
03/16/2018,"30.744.897,00","235.000,00","4.402.180,00","-28.969.100,00","-1.042.610.225,00"
03/15/2018,"-114.659.301,00","-7.885.000,00","-134.772.140,00","452.470,00","-23.518.536,00"
03/14/2018,"-87.097.358,00","2.837.310,00","61.055.775,00","-1.519.480,00","-122.099.866,00"
03/13/2018,"-46.393.303,00","-5.210.000,00","-98.244.570,00","-2.480.280,00","-66.942.075,00"
03/12/2018,"-21.482.695,00","-2.609.260,00","-59.870.092,00","1.430,00","101.343.456,00"
03/09/2018,"-171.795.548,00","1.705.000,00","86.342.050,00","-1.844.420,00","-158.055.355,00"
03/08/2018,"89.808.385,00","-4.900,00","-4.920.810,00","-4.372.260,00","-175.341.910,00"
03/07/2018,"56.726.374,00","3.085.490,00","59.744.329,00","5.101.500,00","99.857.239,00"
03/06/2018,"-168.177.778,00","-9.816.513,00","-124.852.171,00","-1.096.300,00","99.746.585,00"
03/05/2018,"9.639.653,00","2.733.130,00","65.146.000,00","-6.783.150,00","-247.011.863,00"
03/02/2018,"-134.607.320,00","2.090.000,00","69.857.600,00","-454.030,00","7.662.665,00"
03/01/2018,"-284.587.236,00","5.310.000,00","84.358.400,00","-3.952.080,00","-150.472.170,00"
02/28/2018,"-214.955.436,00","2.647.500,00","115.149.400,00","-5.203.540,00","-210.633.833,00"
02/27/2018,"-2.950.364,00","-4.778.000,00","-27.674.350,00","-3.323.750,00","-54.509.217,00"
02/26/2018,"180.147.876,00","-4.692.540,00","-79.597.780,00","-3.359.250,00","-168.482.443,00"
02/23/2018,"-50.370.721,00","4.411.290,00","79.012.862,00","-6.998.170,00","-219.036.248,00"
02/22/2018,"-41.053.706,00","-1.718.430,00","-51.470.605,00","1.966.400,00","98.611.656,00"
02/21/2018,"48.263.638,00","-1.248.000,00","-18.957.500,00","-1.367.880,00","-56.245.024,00"
02/13/2018,"28.185.228,00","-2.855.000,00","-63.668.650,00","-12.276.160,00","-478.364.233,00"
02/12/2018,"36.122.153,00","-450.000,00","-33.016.000,00","-10.372.530,00","-465.421.028,00"
02/09/2018,"-68.057.523,00","12.424.398,00","169.637.312,00","-7.446.550,00","-313.409.792,00"
02/08/2018,"-71.444.595,00","1.727.000,00","17.403.650,00","3.386.280,00","167.937.338,00"
02/07/2018,"-127.986.409,00","2.765.900,00","197.811.534,00","1.036.790,00","39.553.569,00"
02/06/2018,"440.386.587,00","-2.476.000,00","-43.231.300,00","8.162.120,00","209.569.958,00"
02/05/2018,"175.221.661,00","-10.734.480,00","-196.215.660,00","2.971.150,00","57.611.452,00"
02/02/2018,"73.168.559,00","-5.018.760,00","-107.200.376,00","5.464.340,00","123.717.275,00"
02/01/2018,"16.653.295,00","-8.520.160,00","-177.722.646,00","4.427.080,00","195.661.322,00"
01/31/2018,"-21.621.727,00","-4.640.000,00","-88.086.000,00","3.037.480,00","137.528.543,00"
01/30/2018,"164.434.720,00","-10.470.000,00","-190.654.150,00","5.081.520,00","-191.119.202,00"
01/29/2018,"125.189.405,00","690.000,00","102.936.900,00","4.332.470,00","-168.449.943,00"
01/26/2018,"125.830.910,00","-2.161.000,00","-4.502.800,00","10.015.160,00","356.531.937,00"
01/25/2018,"167.725.085,00","4.133.662,00","-11.972.498,00","18.376.100,00","509.557.436,00"
01/22/2018,"39.506.283,00","-8.790.000,00","-186.896.200,00","10.030.610,00","391.831.439,00"
01/19/2018,"-214.888.212,00","-22.535.000,00","-412.863.350,00","12.495.420,00","393.218.168,00"
01/18/2018,"211.289.553,00","-4.768.676,00","-104.985.136,00","8.254.270,00","171.803.545,00"
01/17/2018,"-15.096.671,00","-9.105.000,00","-171.580.750,00","6.150.580,00","128.728.109,00"
01/16/2018,"183.025.802,00","-11.307.500,00","-211.207.100,00","4.126.200,00","224.589.254,00"
01/15/2018,"48.033.198,00","-11.664.500,00","-241.065.000,00","5.391.690,00","280.997.629,00"
01/12/2018,"43.146.429,00","-9.225.140,00","-158.227.246,00","13.350.290,00","603.909.833,00"
01/11/2018,"-5.724.086,00","-4.845.680,00","-86.589.220,00","4.812.760,00","298.495.940,00"
01/10/2018,"-423.379.299,00","-1.921.000,00","-31.811.660,00","7.972.460,00","295.806.002,00"
01/09/2018,"-84.645.362,00","-3.097.000,00","-40.235.250,00","2.435.760,00","65.236.994,00"
01/08/2018,"-167.147.253,00","-17.710.003,00","-571.575.811,00","-3.830.090,00","-29.404.814,00"
01/05/2018,"-56.161.841,00","2.385.000,00","39.625.500,00","7.925.310,00","280.064.096,00"
01/04/2018,"-161.198.647,00","1.225.000,00","20.222.150,00","-2.025.790,00","69.246.365,00"
01/03/2018,"-84.204.578,00","-522.000,00","-10.103.080,00","2.929.260,00","182.371.409,00"
01/02/2018,"20.037.021,00","-404.900,00","-4.501.350,00","3.620.190,00","171.193.773,00"
12/29/2017,"83.815.327,00","-4.304.950,00","-422.102.625,00","10.189.690,00","431.588.256,00"
12/28/2017,"-136.519.516,00","-745.000,00","-8.195.250,00","4.564.920,00","166.270.022,00"
12/27/2017,"-64.266.525,00","3.456.641,00","7.746.063,00","9.222.980,00","331.966.489,00"
12/26/2017,"3.274.354,00","-8.601.709,00","-93.183.906,00","746.670,00","68.749.173,00"
12/25/2017,"-43.965.258,00","5.140.350,00","78.648.168,00","649.130,00","19.511.077,00"
12/22/2017,"2.931.897,00","-1.951.490,00","-48.572.378,00","8.518.820,00","280.484.345,00"
12/21/2017,"-90.239.996,00","-14.683.753,00","-254.420.422,00","5.466.410,00","220.680.210,00"
12/20/2017,"-21.168.730,00","-2.390.740,00","-11.955.253,00","5.029.240,00","152.173.623,00"
12/19/2017,"24.223.439,00","-1.527.130,00","7.597.732,00","5.686.750,00","184.932.705,00"
12/18/2017,"-28.386.444,00","-1.100.500,00","-15.069.470,00","860.540,00","89.239.991,00"
12/15/2017,"88.136.364,00","-1.031.150,00","-15.155.078,00","-17.560.040,00","-476.071.027,00"
12/14/2017,"-89.407.885,00","-44.860,00","22.772.492,00","840.220,00","71.951.425,00"
12/13/2017,"-91.105.158,00","-1.186.000,00","-20.193.580,00","1.127.750,00","35.462.260,00"
12/12/2017,"-36.058.555,00","-3.285.410,00","-72.190.712,00","1.091.110,00","149.373.196,00"
12/11/2017,"8.845.182,00","-1.380.000,00","-21.069.400,00","-2.067.350,00","-19.659.248,00"
12/08/2017,"25.339.186,00","-8.402.110,00","-227.877.087,00","-3.847.340,00","-100.570.376,00"
12/07/2017,"24.351.679,00","-20.289.375,00","-270.220.475,00","-2.634.210,00","-149.207.215,00"
12/06/2017,"-25.989.903,00","-401.490,00","27.477.983,00","-3.741.820,00","-157.118.659,00"
12/05/2017,"66.212.075,00","-5.067.070,00","-120.420.586,00","5.069.560,00","123.545.445,00"
12/04/2017,"-169.289.124,00","169.130,00","6.772.579,00","-256.820,00","-52.024.351,00"
12/01/2017,"-205.219.318,00","-1.152.300,00","-21.782.500,00","3.215.610,00","150.169.973,00"
11/30/2017,"-172.333.243,00","-4.790.000,00","-67.791.600,00","386.050,00","-100.309.893,00"
11/29/2017,"-110.709.718,00","-4.658.900,00","-71.049.425,00","1.332.000,00","10.655.119,00"
11/28/2017,"533.893.412,00","-3.174.110,00","-48.267.986,00","33.794.630,00","730.316.072,00"
11/27/2017,"-110.280.657,00","-4.999.840,00","-81.342.925,00","7.380.850,00","222.852.625,00"
11/24/2017,"-92.015.669,00","-2.388.960,00","-33.999.080,00","-4.299.670,00","-80.422.138,00"
11/23/2017,"-61.590.357,00","-5.284.090,00","-176.183.780,00","-2.512.550,00","-102.881.642,00"
11/22/2017,"-90.504.072,00","5.525.083,00","84.727.613,00","2.150.710,00","-113.154.208,00"
11/21/2017,"175.575.036,00","-3.228.000,00","-54.915.050,00","805.280,00","-94.431.687,00"
11/20/2017,"67.907.452,00","-2.484.170,00","-46.462.321,00","-2.821.370,00","-42.804.528,00"
11/17/2017,"13.790.683,00","490.900,00","40.308.128,00","1.406.340,00","35.979.048,00"
11/16/2017,"3.802.258,00","-625.310,00","-214.094.232,00","2.813.060,00","110.993.773,00"
11/15/2017,"-276.557.524,00","-6.769.640,00","-128.082.267,00","4.515.050,00","205.324.601,00"
11/14/2017,"-33.063.286,00","8.001.350,00","140.367.620,00","4.411.710,00","253.357.115,00"
11/13/2017,"233.884.951,00","-5.162.970,00","-334.665.957,00","-788.230,00","-30.309.704,00"
11/10/2017,"-49.917.940,00","-2.012.460,00","-41.785.324,00","9.264.240,00","1.190.298.137,00"
11/09/2017,"38.902.268,00","-1.840.000,00","-81.451.350,00","2.674.930,00","252.599.120,00"
11/08/2017,"171.466.953,00","-243.370,00","39.542.854,00","1.340.570,00","106.349.940,00"
11/07/2017,"-63.335.959,00","2.815.600,00","6.767.605,00","4.782.230,00","138.399.724,00"
11/06/2017,"-41.250.927,00","-1.124.130,00","-26.134.521,00","187.500,00","13.461.915,00"
11/03/2017,"16.625.624,00","-18.261.090,00","-419.955.487,00","6.045.970,00","139.928.921,00"
11/02/2017,"148.346.021,00","-55.000,00","-657.000,00","2.183.290,00","122.435.786,00"
11/01/2017,"83.847.050,00","-5.853.575,00","-262.045.655,00","205.330,00","42.722.186,00"
10/31/2017,"56.657.195,00","-7.422.710,00","-306.549.463,00","2.620.170,00","28.905.100,00"
10/30/2017,"83.645.253,00","-7.657.500,00","-152.543.250,00","1.678.460,00","105.442.781,00"
10/27/2017,"118.631.362,00","-7.429.990,00","-102.035.665,00","-1.845.770,00","9.105.197,00"
10/26/2017,"112.927.821,00","-1.268.747,00","-82.247.595,00","-3.468.500,00","112.119,00"
10/25/2017,"58.827.910,00","-8.884.277,00","-242.405.888,00","-2.445.850,00","-41.520.237,00"
10/24/2017,"-50.268.763,00","4.325.110,00","37.865.438,00","2.838.910,00","44.177.453,00"
10/23/2017,"33.265.453,00","-1.701.500,00","67.756.650,00","1.304.100,00","60.065.390,00"
10/20/2017,"-27.145.927,00","1.049.006,00","99.682.391,00","-333.420,00","-170.515,00"
10/19/2017,"16.947.145,00","1.548.750,00","51.371.875,00","-4.586.470,00","-109.099.180,00"
10/18/2017,"20.256.290,00","1.259.130,00","29.658.870,00","1.497.660,00","32.585.967,00"
10/17/2017,"13.308.879,00","-1.225.000,00","-16.514.850,00","-900.170,00","-31.787.788,00"
10/16/2017,"32.251.005,00","-9.113.000,00","-195.769.500,00","-305.240,00","-46.583.137,00"
10/13/2017,"13.151.972,00","33.540,00","-17.352.655,00","-2.174.280,00","-66.762.454,00"
10/12/2017,"9.326.567,00","1.267.850,00","-7.295.272,00","-885.640,00","39.552.195,00"
10/11/2017,"61.991.957,00","8.053.020,00","133.089.800,00","-1.568.410,00","-32.944.354,00"
10/10/2017,"-46.021.545,00","-1.201.280,00","-19.002.208,00","-3.204.190,00","-74.654.196,00"
10/09/2017,"-2.861.067,00","-886.330,00","-20.724.162,00","-1.071.190,00","-38.468.958,00"
10/06/2017,"-9.033.079,00","-150.000,00","-10.663.500,00","-114.740,00","-28.453.603,00"
10/05/2017,"-44.936.561,00","2.940.000,00","89.781.600,00","-5.937.660,00","-188.088.120,00"
10/04/2017,"12.334.037,00","-2.525.000,00","-31.691.800,00","1.035.050,00","53.382.517,00"
10/03/2017,"36.247.791,00","670.000,00","19.891.300,00","559.450,00","-25.309.056,00"
10/02/2017,"3.535.182,00","9.933.719,00","435.219.657,00","212.410,00","10.972.208,00"
09/29/2017,"16.973.374,00","136.100,00","-1.703.408,00","32.010,00","-20.723.566,00"
09/28/2017,"-71.346.125,00","-790.160,00","-20.640.040,00","5.575.610,00","108.525.182,00"
09/27/2017,"-1.131.553,00","-3.609.180,00","-89.758.870,00","955.270,00","15.924.292,00"
09/26/2017,"4.016.528,00","935.500,00","5.440.100,00","-106.400,00","-14.295.798,00"
09/25/2017,"3.869.664,00","-4.977.058,00","-77.920.046,00","-214.310,00","-27.022.927,00"
09/22/2017,"-75.902.905,00","-550.400,00","-37.014.600,00","-986.140,00","-18.602.971,00"
09/21/2017,"-26.952.291,00","248.180,00","4.478.599,00","332.860,00","-16.047.153,00"
09/20/2017,"-60.229.109,00","1.430.000,00","11.311.000,00","445.000,00","26.060.056,00"
09/19/2017,"-45.304.636,00","1.510.000,00","6.180.200,00","-3.879.160,00","-3.826.586,00"
09/18/2017,"-7.553.118,00","1.350.000,00","8.214.300,00","-1.629.350,00","-75.347.173,00"
09/15/2017,"-24.040.771,00","-5.641.710,00","-18.718.520,00","-16.888.890,00","-276.631.549,00"
